Film_title,Recommended_Film,Similarity_Score
The Fan,David Bowie & The Story of Ziggy Stardust,0.18487603040455625
The Fan,Spice World,0.16597209232531884
The Fan,Privilege,0.16028880660608297
The Fan,Hells Angels on Wheels,0.14575745528438044
The Fan,Love Affair,0.13743759168206873
Mad Max: Fury Road,Rakka,0.17878392092088102
Mad Max: Fury Road,Day Watch,0.16379389683547735
Mad Max: Fury Road,Undisputed II: Last Man Standing,0.16271678046618449
Mad Max: Fury Road,Dick Tracy Returns,0.16240169455069134
Mad Max: Fury Road,Original Gangstas,0.1574889158559432
Suspiria,Night of the Demon,0.21816709761845413
Suspiria,The Butcher,0.2103254543396309
Suspiria,The Murders in the Rue Morgue,0.18263265772709153
Suspiria,Wolfen,0.1803218096637771
Suspiria,The Blackcoat's Daughter,0.17511845400578888
Lost in Translation,The Cameraman,0.21227205367220273
Lost in Translation,Doomed Megalopolis,0.208340396585237
Lost in Translation,The Mirror Crack'd,0.20237888888721225
Lost in Translation,Life,0.1676741038552605
Lost in Translation,Il prigioniero,0.16684101274824897
Akira,Torque,0.32986316479993116
Akira,Black Angels,0.27828604531325113
Akira,Angels from Hell,0.2530057945339321
Akira,Nightmare Beach,0.24000132062052065
Akira,West Side Story,0.19749460973441235
Things to Come,Love and Other Catastrophes,0.2637391059682953
Things to Come,Father's Little Dividend,0.2098053324726507
Things to Come,La Notte,0.1782001350571177
Things to Come,Malice,0.1678531634474285
Things to Come,"Spring, Again",0.16234550331811387
Big Trouble in Little China,Sticky Notes,0.16850367634215535
Big Trouble in Little China,Shanghai Noon,0.16102356625190864
Big Trouble in Little China,Do You Hear She Sings?,0.14830554017593298
Big Trouble in Little China,The Flight of Dragons,0.14592610308402754
Big Trouble in Little China,Go!,0.1442384324024532
Star Wars,The Empire Strikes Back,0.30436384062366356
Star Wars,The Swan Princess,0.21311072727808766
Star Wars,The Thief of Bagdad,0.21229487039024
Star Wars,The Princess Bride,0.1778476047784714
Star Wars,Arbitrage,0.17456549696150758
The Third Man,Let's Get Harry,0.2153664805293454
The Third Man,Night and the City,0.2085263441100219
The Third Man,A Sky Full of Stars for a Roof,0.1929953170784553
The Third Man,Harry Potter and the Deathly Hallows: Part 1,0.1856743479573335
The Third Man,Conspiracy Theory,0.15413551546749488
The Big Sick,Blackbeard's Ghost,0.2584279604484844
The Big Sick,A Quiet Passion,0.22960542159921918
The Big Sick,"Crazy, Stupid, Love.",0.2257345963875587
The Big Sick,Under the Bridges,0.1755387336208372
The Big Sick,Uncorked,0.17315143597830984
Jodorowsky's Dune,CQ,0.24772731122715733
Jodorowsky's Dune,The Director and the Jedi,0.1663040335438703
Jodorowsky's Dune,Beat the Devil,0.14594680072951607
Jodorowsky's Dune,Kingdom of Heaven,0.13991543968736972
Jodorowsky's Dune,American Animals,0.13483180155354546
Get Out,Carnage,0.1970929306431222
Get Out,Sightseers,0.18379496617546515
Get Out,What Dreams May Come,0.1818573646677216
Get Out,Adventures in Babysitting,0.1677478182736146
Get Out,The Magnificent Seven Ride!,0.1561852827423106
Lawrence of Arabia,Bagdad,0.2869703292684884
Lawrence of Arabia,The Four Feathers,0.2407796950846543
Lawrence of Arabia,The Next Man,0.19570716829970272
Lawrence of Arabia,Cast a Giant Shadow,0.18535835320458965
Lawrence of Arabia,J'accuse,0.16661661926193255
Free Fire,Avalanche,0.2428104538508478
Free Fire,The Zero Boys,0.22596866063178894
Free Fire,The Warriors,0.209971492119696
Free Fire,Garden Party,0.1707692886748058
Free Fire,The House by the Cemetery,0.16833961104785208
Sing Street,The Cameraman,0.20185979118247221
Sing Street,The Breadwinner,0.1959247384580343
Sing Street,Baoh: The Visitor,0.19184086320126742
Sing Street,The Pirate Movie,0.18584313700760324
Sing Street,"Maggie Simpson in ""Playdate with Destiny""",0.17870102862302728
Up,Turning Red,0.2369364510769883
Up,Semiotic Plastic,0.2063393854596676
Up,Alfie,0.19376581066661752
Up,The Last Kiss,0.18041984923292387
Up,Shortcomings,0.17927779102541705
Blade Runner,Blade,0.16992436281913878
Blade Runner,The Tax Collector,0.16622519347177936
Blade Runner,"Whoa, Be-Gone!",0.1651553845696581
Blade Runner,She's Out of Control,0.16402347776226256
Blade Runner,"Beep, Beep",0.1610048773820958
Annie Hall,Limelight,0.3190720855241145
Annie Hall,Jimmy's Hall,0.2834175972050677
Annie Hall,Hot Blood,0.24522960403929722
Annie Hall,Folk Hero & Funny Guy,0.2435178649137136
Annie Hall,Vertical Limit,0.19752912698103633
The Truman Show,Manglehorn,0.26652052581004326
The Truman Show,"Boeing, Boeing",0.22389163551270533
The Truman Show,Encanto,0.21329704091262722
The Truman Show,Ben Hur,0.2002386001328019
The Truman Show,Our Hospitality,0.1909907541314556
Wonder Woman,They Shall Not Grow Old,0.27486924048584027
Wonder Woman,Rise of the Guardians,0.22960227069383432
Wonder Woman,Hellboy,0.228582364450048
Wonder Woman,The Rocketeer,0.2172406618089782
Wonder Woman,Prince of Persia: The Sands of Time,0.18898534068669212
Plan 9 from Outer Space,Being There,0.16133794645769683
Plan 9 from Outer Space,Teenagers from Outer Space,0.14504436065697324
Plan 9 from Outer Space,State of Play,0.13681824233327727
Plan 9 from Outer Space,Dune,0.13347556365833238
Plan 9 from Outer Space,Seven Men from Now,0.13310154126408053
Whiplash,The Son,0.20427799826482382
Whiplash,The Red Shoes,0.199511315625411
Whiplash,Samurai X: Trust & Betrayal,0.17425312487466743
Whiplash,Transformers: Age of Extinction,0.1630695094490166
Whiplash,Ninja III: The Domination,0.1616941650194967
Weird Science,Army of One,0.23982095526615985
Weird Science,ImagiGARY,0.1628829850134779
Weird Science,Original Gangstas,0.15650087226403075
Weird Science,Licorice Pizza,0.149773219747581
Weird Science,Under the Bridges,0.13690732645176268
Raw,A Walk in the Clouds,0.20709060573738053
Raw,Timecrimes,0.2024399488010871
Raw,PG 16...,0.20087893103499604
Raw,Street Trash,0.189642426673287
Raw,Buy It Now,0.1876696005141978
Army of Darkness,The Good Girl,0.22862388657611973
Army of Darkness,Mannequin Two: On the Move,0.22390278244955913
Army of Darkness,Terror on Tape,0.19965944817315762
Army of Darkness,Safety Last!,0.19215978344327395
Army of Darkness,Millennium Mambo,0.19053861904473382
Obvious Child,Everybody Wants Some!!,0.29089561555896415
Obvious Child,Too Soon to Love,0.27057077514559974
Obvious Child,Marathon Man,0.16202441083693442
Obvious Child,The Girl with the Needle,0.15662544838672854
Obvious Child,Jaws 2,0.15049000471404914
Django Unchained,Pink Cadillac,0.315640483764021
Django Unchained,Gone Are the Days!,0.24737531066520124
Django Unchained,For a Few Dollars More,0.23881827026181504
Django Unchained,Amistad,0.19899428924225618
Django Unchained,Domino,0.19680137434263126
The Lost Boys,Waitress,0.2563221887741875
The Lost Boys,Hot Shots! Part Deux,0.19023627025219184
The Lost Boys,Ashfall,0.170961384573797
The Lost Boys,The Muppets Take Manhattan,0.16788541736707924
The Lost Boys,Ten Zan - Ultimate Mission,0.1598080690963109
Star Trek II: The Wrath of Khan,Return of the Living Dead III,0.17654881777102882
Star Trek II: The Wrath of Khan,Shadowzone,0.17653807221366685
Star Trek II: The Wrath of Khan,Déjà Vu,0.1751599134332918
Star Trek II: The Wrath of Khan,The Crimson Ghost,0.1748524965563426
Star Trek II: The Wrath of Khan,Star Trek Into Darkness,0.17104967382775632
Stand by Me,Blonde in Black Leather,0.19880295772327572
Stand by Me,Little Birds,0.19114144001226233
Stand by Me,"Fireworks, Should We See It from the Side or the Bottom?",0.18777887565309218
Stand by Me,Return of the Seven,0.18293037143022114
Stand by Me,Shoeshine,0.18232744812270713
Drive,The Princess and the Goblin,0.340682531289259
Drive,The Driver,0.30639148718953635
Drive,Baby Driver,0.26231608606170537
Drive,My Man Godfrey,0.2558609499543243
Drive,F9,0.24486168470929168
The Lion King,The Lion King II: Simba's Pride,0.31909262227711505
The Lion King,Hamlet,0.23970408614822963
The Lion King,Mighty Morphin Power Rangers: Once & Always,0.20879787766250793
The Lion King,Mary Queen of Scots,0.18280473716740123
The Lion King,The Face Reader,0.1808692114344908
It Follows,The Wedding Guest,0.2021460008982224
It Follows,Hatchetman,0.16338830978369315
It Follows,This Is the End,0.1459247080205198
It Follows,Men in Black II,0.13955949896401773
It Follows,Sólo con tu pareja,0.13693613244929345
The Goonies,Johnny Mnemonic,0.2256022462527097
The Goonies,Daffy Duck's Movie: Fantastic Island,0.21379572052939083
The Goonies,Cutthroat Island,0.2063037475876449
The Goonies,The Stranger and the Gunfighter,0.1885286942465121
The Goonies,Who Finds a Friend Finds a Treasure,0.18066585544590857
Ant-Man,It Could Happen to You,0.23335911986263017
Ant-Man,Ant-Man and the Wasp,0.23025590118176342
Ant-Man,Ant-Man and the Wasp,0.23025590118176342
Ant-Man,The Avenger,0.17143636136089999
Ant-Man,The Ghost Writer,0.16690975486286447
Sicario,Jason Goes to Hell: The Final Friday,0.23006103935811628
Sicario,Behind the Mask,0.18932714938295309
Sicario,"Texas, Adios",0.18731758198820458
Sicario,The Crash,0.17220794089711558
Sicario,Attack of the Killer Tomatoes!,0.16667807285705166
Fantastic Planet,Planet Hulk,0.19982156553621186
Fantastic Planet,Jurassic World Dominion,0.1952423276657005
Fantastic Planet,The Secret World of Arrietty,0.19010239304655946
Fantastic Planet,Predators,0.1819789422175234
Fantastic Planet,Shinjuku Incident,0.16260180883681088
Ghostbusters,Necessary Roughness,0.20990256065510834
Ghostbusters,Urban Legends: Final Cut,0.13745689408801334
Ghostbusters,Gone in 60 Seconds,0.13518202257141182
Ghostbusters,The Drop,0.1303456188765962
Ghostbusters,The Blackcoat's Daughter,0.12423148879386724
Candy,Pee-wee's Big Adventure,0.2142467261881068
Candy,Maborosi,0.2080922946998121
Candy,Archie: To Riverdale and Back Again,0.19923541019483487
Candy,The Grudge 2,0.19282574141711686
Candy,Vampirisme,0.18862462342080114
Scarface,Studs Lonigan,0.25153091131397093
Scarface,Chicago,0.2030677228076325
Scarface,The Servant,0.1960497132490758
Scarface,Nemesis 4: Death Angel,0.180511909321569
Scarface,Amadeus,0.17802745643689624
Donnie Darko,Don't Go to Sleep,0.2585056982262304
Donnie Darko,Super-Rabbit,0.2521658030506272
Donnie Darko,Take Shelter,0.22685782134923044
Donnie Darko,Sleepaway Camp,0.17289121077250727
Donnie Darko,Love and Crime,0.1681146008758732
El Topo,Lucky,0.21580892627673984
El Topo,Home from the Hill,0.2012044285898148
El Topo,Man Up,0.17955916679819495
El Topo,I Will Walk Like a Crazy Horse,0.1739227321054678
El Topo,Beastmaster 2: Through the Portal of Time,0.17179841822309425
Okja,Balto,0.2583496974434426
Okja,The Kissing Booth,0.22134409403215557
Okja,Sing,0.21161270314242694
Okja,The Fox and the Hound,0.18659050433311455
Okja,La Terra Trema,0.18147555958458628
My Neighbor Totoro,Incubus,0.28484939219731303
My Neighbor Totoro,Poltergeist,0.2545023766449331
My Neighbor Totoro,Little Fugitive,0.21872562022784964
My Neighbor Totoro,Little Women,0.2056518282105095
My Neighbor Totoro,Talk to Me,0.190282645446544
#Horror,We're All Going to the World's Fair,0.2415493842907977
#Horror,High Tension,0.23335780188180918
#Horror,The Bling Ring,0.2308364100122247
#Horror,Holy Rollers,0.22901080818119363
#Horror,Blood Sisters,0.20167317137030094
Breathless,Breathless,0.20472531280353112
Breathless,Aferim!,0.19354794483464693
Breathless,Biker Boyz,0.18786136680444887
Breathless,Zabriskie Point,0.17507481156766055
Breathless,The Big Chase,0.16838894208774374
Indiana Jones and the Temple of Doom,The Gaze,0.21901910140745806
Indiana Jones and the Temple of Doom,The Fog,0.20213838008358564
Indiana Jones and the Temple of Doom,Born of Fire,0.19310544219341272
Indiana Jones and the Temple of Doom,Manos: The Hands of Fate,0.18881424215757256
Indiana Jones and the Temple of Doom,The Ghost Writer,0.17941311822662878
La Dolce Vita,Tall Story,0.24385308659666755
La Dolce Vita,Short Night of Glass Dolls,0.18611200529057537
La Dolce Vita,Return,0.17079438336621133
La Dolce Vita,Swingers,0.1654971043521441
La Dolce Vita,Dayveon,0.1634207195287534
"Synecdoche, New York",Shortcomings,0.24419179447250286
"Synecdoche, New York",1:99 Shorts,0.20480329732870162
"Synecdoche, New York","Are You There God? It's Me, Margaret.",0.19605915788919775
"Synecdoche, New York",Riddle Me This: Why Is Batman Forever?,0.18677206634513205
"Synecdoche, New York",Theater Camp,0.18066010021574308
The King of Comedy,Fade to Black,0.2569614575984356
The King of Comedy,My Favorite Year,0.24400761673891835
The King of Comedy,Hedgehog,0.20977195663433773
The King of Comedy,Zoolander 2,0.20838503584714857
The King of Comedy,Welcome Home Roscoe Jenkins,0.18580497365750565
A Ghost Story,Cemetery Man,0.2600744443652966
A Ghost Story,Kagero-za,0.25072371772928687
A Ghost Story,Strangers When We Meet,0.19710383191545458
A Ghost Story,Uncle Boonmee Who Can Recall His Past Lives,0.19643161775780515
A Ghost Story,Darling,0.16444618295684033
Masters of the Universe,Jupiter Ascending,0.19837723845670627
Masters of the Universe,Mobile Suit Gundam I,0.19698874031624478
Masters of the Universe,Sorry to Bother You,0.1804589482259174
Masters of the Universe,Tales from the Crypt: Demon Knight,0.16938686683003526
Masters of the Universe,9 Souls,0.1668857081585045
The Iron Giant,The BFG,0.18264653897427707
The Iron Giant,Daimajin,0.16621574142871948
The Iron Giant,The Giant Gila Monster,0.16247695492845476
The Iron Giant,The Mist,0.15826258134772517
The Iron Giant,The Fifth Element,0.15430201489836662
Moonlight,The Giver,0.22062270978650617
Moonlight,"Yesterday, Today and Tomorrow",0.2091429266990017
Moonlight,The Cousin,0.20625309721699112
Moonlight,Wheel of Fortune and Fantasy,0.2042497436880369
Moonlight,"Good Luck, Miss Wyckoff",0.19355384100196835
Pulp Fiction,Mr. Majestyk,0.21751476441330897
Pulp Fiction,Hollywood Cop,0.21165264546064552
Pulp Fiction,Your Hands,0.20444853156666545
Pulp Fiction,Our Men,0.1897761044761147
Pulp Fiction,11:14,0.18362397962033286
The Fifth Element,Transformers: The Last Knight,0.2098774474167593
The Fifth Element,The Last Horror Film,0.1902439852268917
The Fifth Element,Taxi Driver,0.18892533502283404
The Fifth Element,Titan A.E.,0.18360354941327567
The Fifth Element,Baby Driver,0.16822357084127107
Top Gun,Top Gun: Maverick,0.2865454342949131
Top Gun,Flyboys,0.15073929561056024
Top Gun,Paid in Full,0.14830548198762641
Top Gun,Porco Rosso,0.14482167581564145
Top Gun,The Adam Project,0.1410276705182159
Watchmen,Justice League: The Flashpoint Paradox,0.22823832269118494
Watchmen,The Comeback,0.1909729108772011
Watchmen,Salt & Pepper,0.1857235350775948
Watchmen,Edge of Darkness,0.18107105514788158
Watchmen,Evil Never Dies,0.1732829177122112
Rushmore,The Secret Life of Pets,0.2566523631876807
Rushmore,Max Steel,0.2316268483158557
Rushmore,La cosa buffa,0.22403812138089788
Rushmore,Notes on a Scandal,0.2233594670436132
Rushmore,Fist Fight,0.217098441971443
Child's Play,Kalifornia,0.294261651977908
Child's Play,Copycat,0.26614575730551787
Child's Play,Blade,0.21115690838798618
Child's Play,Night Visions,0.2078795002082226
Child's Play,9,0.20529604253573316
The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings,0.2763480501868029
The Lord of the Rings: The Fellowship of the Ring,Raging Bull,0.2002908339768718
The Lord of the Rings: The Fellowship of the Ring,Airplane vs Volcano,0.17452698941011735
The Lord of the Rings: The Fellowship of the Ring,The Cool and the Crazy,0.16972916091816373
The Lord of the Rings: The Fellowship of the Ring,Harper,0.16155724279791664
Heat,Killer of Sheep,0.18269918216572884
Heat,The Town,0.17095415548061343
Heat,Enemy at the Gates,0.1646962426912962
Heat,Tilt,0.16309471285058277
Heat,Vincent,0.1579467697768568
Empire of the Sun,Dead Silence,0.3086335211223188
Empire of the Sun,The Pit,0.2556170963741771
Empire of the Sun,Halloween: The Curse of Michael Myers,0.2173944375364872
Empire of the Sun,The Dogs of War,0.20503208899639822
Empire of the Sun,Snowtown,0.17642230276122509
Boyz n the Hood,Black or White,0.16691671781635126
Boyz n the Hood,Blaze,0.1633374541227867
Boyz n the Hood,Uprising,0.1539108434429921
Boyz n the Hood,Dope,0.14476883490468462
Boyz n the Hood,Homeland: Iraq Year Zero,0.14434432797212143
Flash Gordon,The Night Caller,0.3220647681157511
Flash Gordon,The Blade Master,0.19726636596225394
Flash Gordon,Undisputed II: Last Man Standing,0.19391816584810945
Flash Gordon,Invaders from Space,0.1920761313921579
Flash Gordon,Star Trek IV: The Voyage Home,0.189735050659813
Spring Breakers,Spring Breakdown,0.3323248260158555
Spring Breakers,Spring Break,0.3097108777951719
Spring Breakers,ThanksKilling,0.19031710892978043
Spring Breakers,Doctor Detroit,0.18680331765374017
Spring Breakers,The Trip to Italy,0.18555279539265918
The Boxer's Omen,Changeland,0.2148366892891526
The Boxer's Omen,A Better Tomorrow II,0.18445008584441297
The Boxer's Omen,Elephant White,0.18244429843043425
The Boxer's Omen,Jungleland,0.1686493284521634
The Boxer's Omen,The 8 Diagram Pole Fighter,0.1598286188824669
Her,Psycho-Pass: The Movie,0.21432082940112415
Her,2046,0.18344461300505271
Her,Adam,0.18063815325041924
Her,Cloud Atlas,0.1729675369314644
Her,The Female Brain,0.1632725755892368
Django,The Big Country,0.18689778116625833
Django,Bohachi Bushido: Code of the Forgotten Eight,0.1842137065955768
Django,Bring Me the Head of Alfredo Garcia,0.1781237502123742
Django,Marvin's Room,0.1750225211300274
Django,Nacho Libre,0.15621219627490565
Love,Adam,0.18920787077037138
Love,The Souvenir,0.17924968012535952
Love,Touched with Fire,0.1706684064687709
Love,Forget Paris,0.16729569644374262
Love,La Notte,0.16431633116820604
Possession,Madeleine,0.19556133030739434
Possession,Vitalina Varela,0.1912867079982305
Possession,The Postman Always Rings Twice,0.1885030139925689
Possession,Where Danger Lives,0.18686368291417316
Possession,Daughters of Fire,0.17780949588176784
John Wick: Chapter 2,House of Games,0.23210765970414154
John Wick: Chapter 2,John Wick,0.17523290955705406
John Wick: Chapter 2,Fly Me,0.17460913887378204
John Wick: Chapter 2,7500,0.15496218181630173
John Wick: Chapter 2,The Addiction,0.14904832080511732
Pirates of the Caribbean: The Curse of the Black Pearl,The Black Corsair,0.31031500714626636
Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: On Stranger Tides,0.2012295877267624
Pirates of the Caribbean: The Curse of the Black Pearl,Space Pirate Captain Harlock,0.17425572940209255
Pirates of the Caribbean: The Curse of the Black Pearl,Captain Blood,0.1679844934496564
Pirates of the Caribbean: The Curse of the Black Pearl,Belle,0.15651929209417403
The Raid,Enter the Dragon,0.19509860919298547
The Raid,Lone Wolf McQuade,0.18912644353797592
The Raid,Pusher,0.16019263314504495
The Raid,Exterminator 2,0.15345662232789442
The Raid,The Strangers: Prey at Night,0.1517093491702972
The Beyond,Far from the Madding Crowd,0.19913489774919765
The Beyond,Cry of the Hunted,0.1878510229549667
The Beyond,Real,0.18254780671359247
The Beyond,Mr. Bug Goes to Town,0.18038654473050564
The Beyond,Hellmouth,0.17111847681918715
Oldboy,Minnesota Clay,0.2443085073751327
Oldboy,Furious 7,0.21625292177730215
Oldboy,The Alchemist,0.2141140950547751
Oldboy,The Black Klansman,0.20498316173669973
Oldboy,A Page of Madness,0.2039321069372912
Kingsman: The Secret Service,Full Metal Jacket,0.22634207979714085
Kingsman: The Secret Service,Men in Black: International,0.19431647681104006
Kingsman: The Secret Service,Batman and Harley Quinn,0.18451826293870968
Kingsman: The Secret Service,6 Underground,0.17273101051807685
Kingsman: The Secret Service,Tigerland,0.16151674231701862
Prometheus,Invaders from Space,0.2078470825670251
Prometheus,Man of Steel,0.20425855133639514
Prometheus,Evil Brain from Outer Space,0.2041009931831694
Prometheus,Battlefield Earth,0.20089916686133377
Prometheus,Against the Ice,0.18824551755411073
Groundhog Day,Grown Ups 2,0.2609895451259569
Groundhog Day,The Tsugua Diaries,0.25267956096645156
Groundhog Day,"Spring, Again",0.24777296254072986
Groundhog Day,La Notte,0.22381697484132265
Groundhog Day,Love Wedding Repeat,0.20710499608941998
Batman Returns,The Batman vs. Dracula,0.3117568746109507
Batman Returns,Batman & Robin,0.303668777823127
Batman Returns,Batman: Return of the Caped Crusaders,0.28036394247449825
Batman Returns,The Batman,0.26666599404217545
Batman Returns,Batman: Gotham by Gaslight,0.2664300863273099
Spirited Away,Black Moon,0.19391897502537403
Spirited Away,The Dark Power,0.1873185306436887
Spirited Away,Incubus,0.18661290343162962
Spirited Away,Stoker,0.18382713770512388
Spirited Away,Prince of Broadway,0.1825540232217249
American Psycho,Amer,0.24104273911448454
American Psycho,Justice League: The Flashpoint Paradox,0.20421466189403104
American Psycho,Private Life,0.16397394930878476
American Psycho,Doctor Strange in the Multiverse of Madness,0.14647109413399945
American Psycho,"Are You There God? It's Me, Margaret.",0.14542848827354354
Pinocchio,Guillermo del Toro's Pinocchio,0.3617285252227308
Pinocchio,Vulcan,0.22854485731084795
Pinocchio,La luna,0.22016862889436561
Pinocchio,The Little Prince,0.20681153855579296
Pinocchio,The Nutcracker Prince,0.20537553326011856
Avengers: Age of Ultron,Spider-Man: Homecoming,0.19405213291831713
Avengers: Age of Ultron,The Falcon and the Winter Soldier,0.17514743018643558
Avengers: Age of Ultron,Dungeons & Dragons: Honor Among Thieves,0.15935836573287504
Avengers: Age of Ultron,Kingsman: The Secret Service,0.1554096226683342
Avengers: Age of Ultron,Teenagers from Outer Space,0.15522193635156056
Baby Driver,Drive,0.26231608606170537
Baby Driver,Ahed's Knee,0.24272776390583284
Baby Driver,The Driver,0.21571574740705446
Baby Driver,Ranam,0.20915341248913422
Baby Driver,The Nickel Ride,0.19837338280566202
The Fly,Universal Soldier: The Return,0.19267418683220508
The Fly,For Your Eyes Only,0.18300668506321424
The Fly,Love Stinks,0.18019608843362425
The Fly,The Black Hole,0.169742448133861
The Fly,The Cloverfield Paradox,0.16295248546195798
Birdman or (The Unexpected Virtue of Ignorance),The Band Wagon,0.26296962332109497
Birdman or (The Unexpected Virtue of Ignorance),"Hello, Sister!",0.16616420244241056
Birdman or (The Unexpected Virtue of Ignorance),Lovesong,0.1657471764491753
Birdman or (The Unexpected Virtue of Ignorance),The Whale,0.16309376364481482
Birdman or (The Unexpected Virtue of Ignorance),Hustle & Flow,0.16296405970913141
Casino Royale,Molly's Game,0.2369064073712876
Casino Royale,Tetris,0.22707594159221625
Casino Royale,Maverick,0.21600917372886458
Casino Royale,Casino Royale,0.211835057166089
Casino Royale,Mississippi Grind,0.19622242874721163
La La Land,Some Call It Loving,0.21121336195092488
La La Land,She's the Man,0.14735069511671134
La La Land,Paper Boy,0.14410055606907457
La La Land,Ninja Academy,0.138781048464365
La La Land,Rosetta,0.1357340206859845
Masterminds,Ocean's Eleven,0.21511269820910803
Masterminds,Into the West,0.21498715572331067
Masterminds,The Last Heist,0.19636519185761978
Masterminds,Never Let Go,0.18552795328954347
Masterminds,The Vault,0.1855089503022058
Ferris Bueller's Day Off,Plan B,0.2758245553568008
Ferris Bueller's Day Off,Love and Other Catastrophes,0.2556994630451289
Ferris Bueller's Day Off,10 Things I Hate About You,0.24044621244089745
Ferris Bueller's Day Off,The Outcasts,0.2391777338261722
Ferris Bueller's Day Off,Peggy Sue Got Married,0.23163005393662023
The Edge of Seventeen,The Outcasts,0.24888409602186834
The Edge of Seventeen,Bottoms,0.20816220186921147
The Edge of Seventeen,A Date with Judy,0.20429774655665672
The Edge of Seventeen,Sex Drive,0.194005222387309
The Edge of Seventeen,Fired Up!,0.19314207638707456
28 Days Later,Resident Evil,0.25870246342320075
28 Days Later,Doghouse,0.23339856838527456
28 Days Later,Viral,0.22960505487873273
28 Days Later,[REC]³ Genesis,0.22683323774298805
28 Days Later,Outbreak,0.21888758199427813
The Lobster,Stalker,0.2040632549267719
The Lobster,The Kings of Summer,0.16129141527281826
The Lobster,Narcopolis,0.16085067334762693
The Lobster,See No Evil,0.15875404306285634
The Lobster,The Blair Witch Project,0.15485800609760514
Suicide Squad,Necessary Evil: Super-Villains of DC Comics,0.30725548883445886
Suicide Squad,Robot Chicken: DC Comics Special,0.2723769407399237
Suicide Squad,She Makes Comics,0.25576923365652776
Suicide Squad,Battle Beneath the Earth,0.23551649966420313
Suicide Squad,The Crash,0.23029182989450978
Greed,Below Her Mouth,0.33377987273068094
Greed,A Royal Affair,0.332741692388694
Greed,"sex, lies, and videotape",0.22293128311713167
Greed,The Ape Man,0.21895583603438806
Greed,Doctor Detroit,0.21857386752097996
Videodrome,The Secret Life of Pets,0.2820663435888356
Videodrome,Heartbreakers,0.24994662353711652
Videodrome,Max Steel,0.24011539951552233
Videodrome,Welcome Home Roscoe Jenkins,0.2277192463197289
Videodrome,Burying the Ex,0.2274144549344407
The Bling Ring,Holy Rollers,0.29137226707908825
The Bling Ring,Internet Famous,0.27634718889770155
The Bling Ring,#Horror,0.2308364100122247
The Bling Ring,Manhunt,0.22257800922631943
The Bling Ring,Mosul,0.17299301101787548
Ex Machina,The Internship,0.20188428630129127
Ex Machina,The Imaginarium of Doctor Parnassus,0.17650189916948442
Ex Machina,Brass Knuckle Boys,0.16885520509454943
Ex Machina,M3GAN,0.15946942732173813
Ex Machina,A Cure for Wellness,0.1585459340101338
The Empire Strikes Back,Star Wars,0.30436384062366356
The Empire Strikes Back,The Witches,0.2203315554023269
The Empire Strikes Back,Hardwired,0.18839486875940162
The Empire Strikes Back,El Condor,0.16514152158196171
The Empire Strikes Back,The Nun's Story,0.15791804447517563
Green Room,We Are the Best!,0.3269614066059394
Green Room,Ava,0.2815232466655392
Green Room,Miami Connection,0.27534029000767446
Green Room,Sid and Nancy,0.2595281412385491
Green Room,Her Smell,0.2545716160123691
Bram Stoker's Dracula,Dracula,0.39804848686568095
Bram Stoker's Dracula,Emma.,0.33223813949120296
Bram Stoker's Dracula,Dracula: The Dark Prince,0.30714889916551613
Bram Stoker's Dracula,Dracula,0.30040572388187187
Bram Stoker's Dracula,Paddington,0.2640472018579417
The Love Witch,"Bell, Book and Candle",0.4352384624521001
The Love Witch,Under the Bridges,0.2988297359021816
The Love Witch,Broom-Stick Bunny,0.25831812725485304
The Love Witch,Aladdin,0.21926042205795865
The Love Witch,X: The Man with the X-Ray Eyes,0.2176963041431476
Mean Streets,They Eat Scum,0.21803954624699282
Mean Streets,Taras Bulba,0.20920739154771842
Mean Streets,Queen Christina,0.20161682215767482
Mean Streets,Star Wars: Episode III – Revenge of the Sith,0.1963353815709659
Mean Streets,Female Prisoner Scorpion: #701,0.19003394573708746
Don't Breathe,Bad Turn Worse,0.24281945997039306
Don't Breathe,Hell High,0.2031078473543657
Don't Breathe,The Perfect Score,0.17402488249328701
Don't Breathe,Trapped Ashes,0.1721328702110441
Don't Breathe,Man's Best Friend,0.17165165217636466
Clash of the Titans,Pan's Labyrinth,0.22551699814023302
Clash of the Titans,Curse of the Golden Flower,0.1846742738847024
Clash of the Titans,Aladdin,0.17442727946482453
Clash of the Titans,The Thief of Bagdad,0.17298807526163731
Clash of the Titans,Dudes & Dragons,0.1684225475142676
Ghost in the Shell,Knock Knock,0.17945823982930606
Ghost in the Shell,10 Cloverfield Lane,0.17283466174171663
Ghost in the Shell,My Honor Was Loyalty,0.16345023290640925
Ghost in the Shell,Barbarella,0.15863696473463162
Ghost in the Shell,Narcopolis,0.15195285940486963
Halloween,High Crimes,0.22766199129044937
Halloween,Santa Sangre,0.21694746042404034
Halloween,Cat in the Cage,0.1868976093473812
Halloween,Hubie Halloween,0.18207501952364574
Halloween,Halloween II,0.17694367646296094
La Haine,Nomads,0.2120264895386837
La Haine,诺日吉玛,0.189393388343234
La Haine,Children of Paradise,0.1832050324107518
La Haine,The Odd Couple,0.17606908723335177
La Haine,They Live by Night,0.17315612874359199
Peter Pan,Hook,0.33958995679779064
Peter Pan,Pan,0.28320007603304453
